Age,Gender,Sentence Type,education_level,Sentence_duration_months,Incident_count,violent_incidents_count,escape_incidents_count,Recidivism_score
48,Male,Burglary,Preparatory,35,10,4,1,50.0
46,Male,Theft,Postgraduate education,45,16,1,5,65.0
51,Male,Fraud,Illiterate,48,8,1,1,40.7
51,Male,Public Order,Primary,13,5,1,0,20.7
30,Male,Murder,Preparatory,453,6,0,0,61.4
49,Male,Assault,Primary,26,12,3,2,68.9
65,Male,Robbery,Primary,124,10,3,0,49.6
58,Male,Murder,Secondary,368,9,2,1,71.1
60,Male,Drug Offense,Preparatory,72,15,5,1,68.8
21,Female,Murder,Bachelor's,305,18,3,6,100.0
61,Male,Assault,Primary,106,7,1,1,55.3
58,Male,Public Order,Bachelor's,10,6,1,0,15.6
44,Male,Fraud,Secondary,72,11,4,1,44.8
55,Female,Fraud,Postgraduate education,69,10,3,3,46.8
51,Male,Theft,Postgraduate education,39,10,4,0,35.8
51,Male,Burglary,Preparatory,70,15,5,1,58.4
23,Female,Cybercrime,Primary,51,11,2,2,60.8
36,Male,Robbery,Secondary,53,12,0,0,45.0
63,Female,Theft,Secondary,31,15,3,2,55.2
29,Male,Drug Offense,Postgraduate education,18,9,2,0,31.8
23,Male,Assault,Preparatory,97,10,2,2,76.7
45,Male,Drug Offense,Preparatory,86,8,2,2,48.3
42,Female,Fraud,Secondary,84,9,1,1,45.2
57,Female,Drug Offense,Secondary,73,17,1,1,54.9
53,Male,Theft,Bachelor's,11,8,3,2,39.8
19,Male,Sexual Offense,Literate,103,8,1,2,71.3
24,Male,Burglary,Secondary,54,14,0,2,62.4
44,Male,Fraud,Primary,53,9,3,2,54.8
49,Male,Fraud,Primary,17,15,4,2,68.7
54,Male,Assault,Secondary,109,11,4,0,55.9
18,Male,Theft,Secondary,43,11,2,0,43.3
40,Male,Assault,Primary,44,4,0,0,35.9
60,Male,Vandalism,Bachelor's,21,11,0,0,20.8
64,Male,Public Order,Preparatory,23,12,2,3,53.0
60,Male,Robbery,Preparatory,41,7,0,0,36.7
40,Male,Theft,Preparatory,24,9,2,1,30.7
22,Male,Burglary,Bachelor's,25,13,0,0,42.3
33,Male,Weapons Offense,Preparatory,81,9,0,0,45.5
61,Male,Assault,Primary,116,9,1,2,61.0
26,Male,Vandalism,Primary,33,7,1,1,44.5
38,Male,Drug Offense,Illiterate,94,9,2,2,73.9
55,Male,Theft,Illiterate,33,12,3,2,59.7
22,Male,Drug Offense,Primary,77,14,4,4,94.3
19,Female,Fraud,Bachelor's,16,11,4,0,53.5
48,Male,Public Order,Preparatory,23,5,0,1,25.7
44,Male,Assault,Secondary,84,10,2,0,48.0
27,Male,Cybercrime,Secondary,35,10,1,3,60.4
25,Male,Burglary,Secondary,35,9,2,2,58.5
42,Male,Drug Offense,Primary,18,9,1,1,49.5
31,Male,Arson,Preparatory,109,10,0,0,48.4
41,Male,Cybercrime,Primary,34,15,2,4,67.2
64,Male,Fraud,Primary,13,7,1,0,30.2
48,Female,Arson,Secondary,120,11,4,2,63.8
49,Male,Drug Offense,Secondary,50,10,0,2,55.1
47,Male,Robbery,Secondary,131,11,2,3,69.2
61,Female,Theft,Secondary,8,6,2,1,27.2
34,Male,Drug Offense,Secondary,96,6,0,1,38.7
43,Male,Burglary,Secondary,37,8,0,2,43.1
29,Male,Weapons Offense,Primary,62,11,3,1,68.6
34,Male,Cybercrime,Illiterate,26,7,2,1,54.8
22,Male,Vandalism,Preparatory,28,8,1,1,32.7
31,Female,Theft,Preparatory,27,8,0,0,35.3
27,Male,Theft,Postgraduate education,25,9,3,1,39.1
61,Male,Burglary,Preparatory,41,9,3,2,63.0
65,Female,Vandalism,Bachelor's,6,11,1,2,43.8
37,Male,Assault,Illiterate,118,6,2,1,53.6
59,Male,Cybercrime,Secondary,50,13,0,4,53.3
64,Male,Drug Offense,Secondary,43,6,0,1,33.5
56,Male,Weapons Offense,Preparatory,44,9,1,2,57.1
56,Male,Kidnapping,Preparatory,237,7,0,0,49.2
48,Male,Robbery,Primary,111,14,1,4,76.0
55,Male,Theft,Illiterate,14,6,1,0,35.4
62,Male,Drug Offense,Secondary,88,13,5,2,63.8
24,Male,Sexual Offense,Primary,218,12,3,0,72.4
18,Male,Theft,Primary,47,10,3,2,63.1
24,Male,Theft,Preparatory,15,6,1,0,30.9
48,Male,Assault,Literate,55,11,2,1,64.0
45,Male,Vandalism,Primary,26,4,1,0,32.4
49,Male,Sexual Offense,Secondary,113,8,3,1,61.9
51,Male,Sexual Offense,Secondary,112,14,2,4,89.2
64,Male,Vandalism,Secondary,33,12,2,1,32.5
45,Male,Weapons Offense,Primary,44,10,4,0,62.7
27,Male,Fraud,Bachelor's,81,5,0,0,24.5
38,Male,Drug Offense,Bachelor's,67,14,0,1,51.4
30,Male,Drug Offense,Secondary,82,12,5,2,70.3
63,Male,Weapons Offense,Secondary,69,9,2,1,48.4
27,Male,Assault,Secondary,37,12,2,3,73.6
41,Male,Burglary,Secondary,50,9,3,0,42.8
59,Male,Assault,Literate,91,12,4,1,61.7
60,Male,Kidnapping,Primary,190,12,4,1,79.4
61,Male,Theft,Secondary,36,17,5,2,67.4
33,Male,Theft,Postgraduate education,38,9,1,0,24.1
40,Male,Theft,Secondary,37,7,0,0,23.2
48,Male,Kidnapping,Secondary,209,14,3,1,65.8
19,Male,Robbery,Literate,37,8,2,1,72.0
38,Male,Theft,Secondary,44,6,2,1,38.7
53,Female,Vandalism,Preparatory,34,13,2,0,36.7
34,Male,Assault,Secondary,81,9,3,1,61.9
52,Male,Sexual Offense,Bachelor's,192,11,3,3,75.6
30,Male,Vandalism,Primary,24,14,3,0,60.4
33,Female,Burglary,Secondary,40,11,1,3,59.7
35,Male,Fraud,Primary,73,10,0,1,46.3
54,Female,Theft,Secondary,47,6,1,1,32.4
45,Female,Burglary,Literate,71,15,3,1,66.6
22,Male,Burglary,Preparatory,25,10,2,2,64.8
53,Female,Assault,Primary,64,9,0,1,53.3
21,Male,Burglary,Secondary,12,15,5,5,88.7
38,Female,Theft,Preparatory,29,10,4,1,50.4
19,Male,Cybercrime,Secondary,33,13,1,4,71.6
28,Male,Robbery,Bachelor's,98,10,3,2,61.5
46,Male,Public Order,Preparatory,19,6,0,1,31.4
52,Male,Weapons Offense,Secondary,95,13,3,2,59.6
23,Male,Robbery,Postgraduate education,65,9,1,0,37.8
42,Male,Burglary,Preparatory,45,11,4,3,64.5
51,Male,Assault,Primary,119,11,1,3,65.3
56,Male,Fraud,Secondary,58,12,4,2,52.6
46,Male,Theft,Secondary,37,8,0,2,32.5
34,Female,Robbery,Secondary,112,12,0,3,67.0
42,Male,Assault,Bachelor's,64,8,3,0,48.7
29,Male,Burglary,Preparatory,29,11,4,3,65.9
33,Male,Theft,Literate,35,14,4,4,77.4
35,Male,Assault,Preparatory,33,9,2,2,65.7
57,Male,Murder,Secondary,445,4,0,0,51.7
48,Male,Assault,Bachelor's,92,6,0,1,42.5
32,Male,Burglary,Secondary,52,8,0,1,45.6
19,Female,Robbery,Illiterate,72,10,2,0,66.6
40,Male,Assault,Preparatory,94,13,4,0,57.6
41,Male,Robbery,Secondary,109,9,3,0,46.1
32,Male,Weapons Offense,Primary,40,12,5,2,77.1
60,Male,Assault,Postgraduate education,48,12,2,3,57.2
57,Male,Weapons Offense,Bachelor's,76,8,3,0,36.1
39,Male,Fraud,Secondary,59,10,2,1,41.2
57,Female,Robbery,Bachelor's,110,11,0,1,46.3
60,Male,Murder,Postgraduate education,260,12,3,1,62.1
50,Male,Sexual Offense,Secondary,96,10,3,0,50.4
51,Male,Assault,Secondary,105,8,3,0,44.2
48,Male,Vandalism,Literate,33,5,0,1,29.2
30,Male,Weapons Offense,Primary,84,9,3,0,55.6
47,Male,Drug Offense,Preparatory,43,9,2,1,54.0
45,Male,Fraud,Secondary,84,12,0,1,43.5
49,Male,Robbery,Primary,37,7,0,1,47.8
21,Male,Robbery,Postgraduate education,120,10,0,1,48.4
20,Male,Theft,Preparatory,42,12,5,1,70.6
64,Female,Arson,Illiterate,46,20,8,7,100.0
19,Female,Drug Offense,Secondary,30,10,0,1,48.3
43,Male,Assault,Literate,61,6,1,1,52.1
42,Male,Robbery,Primary,46,11,3,0,49.0
65,Male,Assault,Illiterate,80,8,1,0,48.9
38,Male,Murder,Secondary,406,14,3,0,78.7
28,Male,Drug Offense,Secondary,87,10,4,0,57.8
53,Male,Theft,Preparatory,35,14,2,1,49.6
37,Male,Robbery,Primary,61,16,2,0,58.0
62,Male,Theft,Primary,28,9,0,1,36.2
39,Male,Assault,Preparatory,51,18,1,2,71.6
57,Female,Theft,Preparatory,47,7,0,1,31.1
19,Male,Vandalism,Bachelor's,29,9,2,1,48.6
56,Male,Burglary,Secondary,46,9,1,0,32.6
24,Male,Murder,Secondary,194,11,1,0,67.7
29,Male,Weapons Offense,Bachelor's,52,18,6,5,100.0
46,Male,Vandalism,Secondary,10,12,4,0,45.4
36,Female,Sexual Offense,Literate,117,12,1,0,65.3
32,Male,Assault,Illiterate,78,13,5,1,88.9
62,Male,Theft,Bachelor's,26,9,3,1,41.7
51,Male,Fraud,Primary,76,10,3,3,64.9
31,Female,Assault,Bachelor's,90,12,1,0,41.3
25,Male,Burglary,Preparatory,39,11,2,0,45.0
39,Male,Theft,Preparatory,33,4,0,0,26.0
41,Female,Fraud,Primary,43,10,1,3,62.7
65,Female,Vandalism,Primary,3,13,4,3,62.3
38,Female,Arson,Secondary,92,10,4,0,48.6
48,Female,Theft,Postgraduate education,21,10,1,0,22.5
20,Male,Drug Offense,Secondary,80,9,1,1,55.2
59,Male,Assault,Illiterate,104,11,1,3,69.0
52,Female,Vandalism,Preparatory,12,10,2,0,26.4
31,Male,Assault,Secondary,84,3,0,0,41.4
58,Male,Assault,Literate,38,11,1,2,64.6
19,Male,Theft,Illiterate,32,6,1,0,40.8
65,Female,Arson,Secondary,50,9,3,1,54.2
43,Male,Assault,Literate,111,16,7,3,92.4
25,Male,Drug Offense,Secondary,67,9,3,0,46.9
23,Male,Robbery,Secondary,92,13,4,3,89.3
60,Male,Theft,Illiterate,22,12,2,2,56.4
39,Male,Theft,Secondary,40,12,5,0,40.5
26,Male,Assault,Preparatory,97,11,4,3,83.1
57,Male,Weapons Offense,Preparatory,63,8,1,2,49.6
57,Male,Assault,Primary,113,14,0,0,54.4
59,Male,Weapons Offense,Bachelor's,52,9,2,2,45.6
59,Male,Murder,Preparatory,429,11,0,0,68.8
26,Female,Robbery,Primary,101,9,2,2,68.5
65,Male,Theft,Secondary,18,10,2,0,29.1
40,Male,Arson,Primary,118,6,0,1,45.9
60,Male,Robbery,Secondary,136,12,4,2,65.0
57,Male,Sexual Offense,Preparatory,159,14,6,0,68.6
60,Male,Arson,Secondary,69,9,2,0,46.0
40,Male,Weapons Offense,Secondary,26,8,0,0,33.2
35,Male,Cybercrime,Secondary,54,16,1,3,54.1
52,Male,Fraud,Secondary,52,10,1,0,35.5
24,Male,Drug Offense,Preparatory,68,13,5,2,81.1
21,Male,Assault,Preparatory,33,6,0,0,45.0
49,Male,Public Order,Preparatory,4,12,1,1,42.5
43,Female,Public Order,Bachelor's,4,9,2,0,25.6
32,Female,Burglary,Secondary,30,10,2,2,56.5
42,Male,Drug Offense,Secondary,58,13,2,2,65.7
21,Male,Burglary,Primary,38,8,3,2,69.2
42,Female,Fraud,Primary,31,9,1,1,53.4
40,Male,Theft,Preparatory,40,13,2,4,66.8
50,Male,Burglary,Bachelor's,62,10,3,1,41.4
55,Male,Assault,Secondary,98,9,0,2,57.3
37,Male,Fraud,Secondary,84,13,1,0,40.1
59,Male,Vandalism,Literate,17,11,0,1,40.9
59,Male,Arson,Secondary,48,11,4,1,59.5
45,Male,Robbery,Preparatory,141,11,2,0,61.1
23,Male,Weapons Offense,Primary,35,9,2,1,56.6
44,Male,Vandalism,Primary,9,5,0,0,27.4
41,Male,Robbery,Postgraduate education,123,17,5,0,54.7
60,Male,Drug Offense,Secondary,65,9,3,0,41.8
65,Male,Sexual Offense,Preparatory,118,6,1,1,53.4
60,Male,Murder,Bachelor's,292,10,1,2,66.2
64,Male,Murder,Primary,439,16,6,1,96.8
49,Male,Theft,Secondary,38,13,2,3,60.2
30,Male,Drug Offense,Bachelor's,33,9,2,2,50.3
37,Female,Vandalism,Secondary,3,7,0,1,26.6
63,Male,Robbery,Secondary,75,5,1,0,37.8
45,Male,Arson,Primary,57,20,0,2,75.4
45,Male,Burglary,Primary,21,11,3,1,59.5
38,Male,Fraud,Secondary,30,14,5,4,77.6
45,Male,Vandalism,Primary,19,7,0,0,31.5
25,Male,Fraud,Illiterate,13,5,1,1,46.5
54,Male,Robbery,Literate,116,11,3,1,61.9
41,Male,Cybercrime,Primary,29,10,0,2,42.9
43,Female,Assault,Illiterate,59,10,0,1,53.6
59,Female,Weapons Offense,Secondary,80,8,1,1,43.4
28,Male,Theft,Primary,22,5,0,1,34.0
20,Male,Burglary,Secondary,43,12,3,1,57.5
51,Female,Kidnapping,Primary,224,11,4,2,82.6
48,Male,Burglary,Literate,38,7,2,1,46.7
26,Male,Weapons Offense,Preparatory,61,13,1,3,73.5
45,Female,Robbery,Preparatory,101,6,1,1,42.3
25,Male,Vandalism,Secondary,31,17,4,3,78.1
58,Male,Arson,Secondary,55,12,0,3,53.3
54,Male,Drug Offense,Primary,21,3,0,0,33.0
30,Male,Fraud,Bachelor's,32,8,3,0,41.4
64,Male,Fraud,Preparatory,12,10,0,2,40.3
61,Male,Fraud,Preparatory,68,14,3,1,57.3
59,Male,Arson,Illiterate,45,10,1,0,52.8
43,Male,Sexual Offense,Secondary,123,13,3,4,93.6
48,Male,Theft,Primary,5,5,1,0,26.3
31,Male,Assault,Primary,37,12,5,1,71.8
59,Male,Public Order,Bachelor's,24,9,3,2,41.1
24,Male,Theft,Preparatory,37,7,2,1,46.6
18,Male,Assault,Preparatory,39,11,2,1,69.3
56,Male,Assault,Secondary,102,9,3,1,54.8
59,Female,Public Order,Illiterate,12,9,0,0,32.5
35,Male,Drug Offense,Primary,73,6,2,1,50.0
52,Female,Fraud,Primary,23,12,2,3,57.5
38,Male,Theft,Secondary,30,12,4,1,54.1
18,Male,Vandalism,Primary,27,11,3,1,55.7
40,Male,Fraud,Bachelor's,64,4,0,0,18.6
59,Male,Theft,Bachelor's,34,14,1,1,35.8
53,Male,Theft,Bachelor's,24,10,4,0,34.1
24,Male,Murder,Secondary,398,14,3,3,100.0
59,Male,Vandalism,Primary,5,7,1,0,29.1
44,Male,Theft,Primary,7,4,1,0,25.3
38,Male,Vandalism,Bachelor's,34,12,2,0,32.7
59,Male,Theft,Secondary,36,12,4,0,40.9
22,Male,Public Order,Preparatory,12,11,1,2,55.1
29,Male,Assault,Preparatory,71,12,0,2,68.9
21,Female,Burglary,Secondary,60,9,2,0,36.5
43,Male,Vandalism,Bachelor's,10,9,1,2,37.8
36,Male,Public Order,Preparatory,7,8,1,1,31.6
21,Male,Public Order,Illiterate,9,7,0,1,45.6
30,Male,Burglary,Illiterate,69,4,0,0,32.5
27,Male,Theft,Bachelor's,45,13,0,1,37.4
43,Male,Vandalism,Preparatory,14,8,3,0,41.2
59,Female,Assault,Preparatory,65,10,2,2,57.6
59,Male,Assault,Preparatory,91,15,6,3,88.0
57,Male,Burglary,Preparatory,46,14,3,4,70.5
25,Female,Weapons Offense,Literate,50,11,2,1,59.3
29,Male,Assault,Secondary,65,6,2,1,54.8
34,Male,Robbery,Secondary,122,9,0,2,49.6
33,Male,Public Order,Bachelor's,16,14,4,4,70.1
41,Male,Drug Offense,Preparatory,63,12,5,3,76.9
37,Male,Robbery,Secondary,43,10,2,2,55.7
48,Male,Vandalism,Secondary,20,6,1,0,26.2
45,Male,Fraud,Secondary,78,7,1,1,36.8
33,Male,Fraud,Postgraduate education,58,10,2,1,38.4
59,Male,Vandalism,Primary,18,10,1,1,44.0
52,Male,Theft,Bachelor's,34,11,3,2,50.9
65,Male,Theft,Secondary,15,12,0,0,27.8
25,Male,Theft,Secondary,7,7,0,0,27.9
32,Male,Public Order,Secondary,1,11,0,3,53.0
36,Male,Burglary,Secondary,35,11,0,2,53.1
61,Male,Assault,Illiterate,30,8,3,1,65.4
23,Male,Theft,Bachelor's,46,9,0,2,43.5
30,Female,Weapons Offense,Primary,24,7,2,0,48.4
45,Male,Burglary,Postgraduate education,15,10,3,3,60.3
61,Male,Theft,Preparatory,20,14,1,3,52.4
26,Male,Fraud,Bachelor's,41,10,2,2,49.6
25,Male,Robbery,Bachelor's,55,4,1,0,38.0
30,Male,Theft,Illiterate,31,7,2,1,50.6
25,Male,Murder,Primary,308,10,4,1,85.4
20,Male,Theft,Secondary,39,13,4,1,58.5
41,Male,Theft,Bachelor's,3,8,1,0,19.9
18,Male,Arson,Primary,92,13,3,0,69.9
32,Male,Theft,Preparatory,17,13,5,1,62.1
41,Male,Theft,Secondary,18,13,0,2,41.2
41,Male,Theft,Secondary,4,9,1,0,32.1
27,Male,Vandalism,Postgraduate education,27,10,2,2,45.9
48,Female,Theft,Preparatory,30,9,0,0,22.6
19,Male,Murder,Postgraduate education,367,12,2,0,63.5
46,Male,Robbery,Secondary,110,10,2,0,50.6
20,Male,Theft,Primary,12,7,0,0,37.8
26,Male,Cybercrime,Secondary,45,7,1,0,32.5
49,Male,Drug Offense,Primary,62,11,1,2,57.4
25,Male,Assault,Bachelor's,103,12,0,3,61.1
63,Female,Weapons Offense,Secondary,38,14,5,2,74.4
43,Male,Murder,Primary,424,9,1,2,79.3
24,Male,Public Order,Illiterate,9,10,3,3,71.4
28,Male,Theft,Primary,35,12,2,1,60.8
37,Female,Cybercrime,Postgraduate education,34,8,2,2,33.4
31,Male,Drug Offense,Primary,21,10,0,0,41.8
65,Male,Vandalism,Secondary,8,14,1,3,48.0
54,Female,Theft,Preparatory,41,8,2,2,46.0
38,Male,Weapons Offense,Secondary,93,11,3,0,52.1
40,Male,Vandalism,Primary,3,9,1,2,38.9
25,Male,Vandalism,Bachelor's,28,10,0,0,29.9
23,Male,Fraud,Primary,16,10,4,0,52.2
25,Male,Theft,Primary,17,9,3,0,46.8
23,Male,Assault,Bachelor's,35,7,1,1,48.3
47,Male,Weapons Offense,Postgraduate education,84,11,2,3,56.2
55,Male,Public Order,Preparatory,1,14,6,0,55.5
19,Male,Theft,Secondary,44,7,2,1,40.9
65,Female,Robbery,Literate,87,7,1,1,55.5
64,Male,Cybercrime,Preparatory,58,10,4,3,58.2
27,Male,Theft,Preparatory,20,6,1,1,37.6
31,Male,Drug Offense,Primary,96,8,1,1,56.4
63,Female,Theft,Literate,33,13,0,4,58.2
38,Female,Drug Offense,Bachelor's,30,13,4,1,60.9
35,Female,Assault,Literate,31,4,1,0,38.8
59,Male,Public Order,Primary,24,7,0,1,28.8
22,Male,Assault,Preparatory,75,10,0,2,63.8
21,Male,Vandalism,Bachelor's,25,12,2,2,59.8
24,Male,Robbery,Literate,71,14,0,3,86.0
62,Male,Robbery,Illiterate,132,10,0,1,60.1
49,Male,Burglary,Primary,71,13,1,3,61.0
32,Male,Assault,Bachelor's,98,8,1,2,52.8
38,Male,Theft,Primary,21,11,2,2,54.6
24,Male,Cybercrime,Preparatory,47,7,0,0,37.5
24,Female,Drug Offense,Primary,66,14,6,3,94.2
65,Female,Burglary,Literate,55,9,1,1,41.0
18,Female,Murder,Bachelor's,203,6,1,0,52.1
58,Male,Assault,Bachelor's,119,11,4,3,63.9
38,Male,Fraud,Literate,79,10,3,0,45.9
32,Female,Robbery,Secondary,77,6,1,1,45.4
58,Male,Robbery,Primary,75,14,3,2,71.7
49,Male,Robbery,Primary,119,10,4,2,70.3
59,Male,Assault,Preparatory,101,9,0,1,48.4
48,Male,Drug Offense,Preparatory,58,10,2,3,62.2
27,Male,Fraud,Primary,73,8,1,0,41.7
38,Male,Public Order,Secondary,7,6,2,0,25.6
48,Male,Weapons Offense,Literate,65,4,0,0,36.8
57,Male,Murder,Preparatory,189,8,2,0,62.5
65,Male,Burglary,Illiterate,58,6,2,1,47.7
60,Female,Theft,Primary,39,9,3,0,41.3
27,Male,Assault,Preparatory,43,11,1,0,57.8
42,Male,Theft,Bachelor's,41,11,2,3,56.7
56,Male,Burglary,Illiterate,72,8,2,0,39.7
58,Male,Drug Offense,Bachelor's,16,11,2,0,40.0
62,Male,Weapons Offense,Secondary,72,10,4,0,54.9
29,Male,Assault,Bachelor's,102,6,2,0,47.6
19,Male,Assault,Secondary,107,7,0,1,56.3
21,Male,Vandalism,Illiterate,10,6,1,0,44.9
27,Female,Vandalism,Preparatory,24,11,0,2,55.9
56,Male,Murder,Secondary,262,7,2,0,55.8
31,Male,Theft,Primary,34,13,2,3,73.6
49,Male,Theft,Secondary,16,21,8,2,83.8
51,Male,Weapons Offense,Bachelor's,39,13,1,0,41.8
45,Male,Assault,Literate,57,8,0,1,49.4
23,Male,Vandalism,Preparatory,34,7,0,0,38.6
30,Male,Robbery,Preparatory,125,11,2,2,72.1
49,Male,Burglary,Secondary,55,10,2,0,35.3
37,Male,Theft,Primary,5,6,0,0,27.6
46,Male,Cybercrime,Primary,29,7,2,0,35.4
59,Male,Theft,Secondary,21,8,3,0,26.8
27,Male,Public Order,Secondary,19,9,2,2,47.0
26,Male,Vandalism,Primary,3,10,3,2,50.5
54,Male,Drug Offense,Secondary,82,10,1,0,42.5
49,Male,Vandalism,Secondary,17,13,0,1,35.3
43,Male,Vandalism,Preparatory,32,14,0,4,65.9
55,Male,Theft,Preparatory,43,9,1,0,29.7
24,Male,Drug Offense,Bachelor's,28,7,2,0,45.2
55,Male,Burglary,Literate,54,5,1,1,46.7
58,Male,Drug Offense,Illiterate,15,5,1,0,40.5
48,Male,Fraud,Secondary,17,11,2,3,49.5
29,Male,Fraud,Secondary,79,14,6,1,68.6
36,Male,Cybercrime,Literate,14,7,1,0,29.9
64,Male,Burglary,Literate,14,7,1,0,27.1
53,Male,Burglary,Secondary,68,9,0,1,35.4
63,Male,Assault,Bachelor's,120,10,4,0,52.0
64,Male,Burglary,Bachelor's,18,7,0,1,25.1
33,Male,Public Order,Postgraduate education,18,14,4,2,55.4
46,Female,Burglary,Secondary,19,18,3,3,77.9
32,Female,Theft,Secondary,38,11,3,1,53.0
29,Male,Drug Offense,Preparatory,91,8,2,0,49.7
56,Male,Theft,Literate,17,15,0,0,42.8
22,Female,Vandalism,Primary,18,12,3,1,60.1
52,Male,Assault,Primary,107,9,1,1,52.3
46,Female,Vandalism,Secondary,9,8,2,0,38.8
32,Male,Assault,Secondary,97,10,1,2,64.4
35,Male,Robbery,Preparatory,75,8,0,2,49.5
19,Male,Assault,Postgraduate education,25,8,2,0,43.7
38,Female,Weapons Offense,Primary,88,9,3,2,62.1
51,Male,Burglary,Primary,58,8,1,1,44.6
24,Male,Arson,Illiterate,107,17,5,2,100.0
29,Male,Kidnapping,Preparatory,202,6,0,1,60.5
21,Male,Theft,Bachelor's,20,5,1,1,30.6
49,Male,Public Order,Secondary,11,7,1,0,27.9
50,Male,Fraud,Preparatory,59,10,1,3,60.2
45,Male,Theft,Bachelor's,18,10,4,2,48.4
31,Male,Assault,Illiterate,76,7,0,1,62.7
44,Male,Assault,Secondary,108,10,3,2,58.7
62,Male,Arson,Primary,48,8,1,1,47.0
54,Male,Theft,Preparatory,8,12,0,3,48.0
24,Female,Drug Offense,Primary,40,11,0,2,65.7
19,Male,Assault,Secondary,48,13,3,2,72.2
34,Male,Burglary,Preparatory,16,11,3,3,69.6
47,Male,Weapons Offense,Preparatory,51,12,1,2,63.5
19,Male,Vandalism,Secondary,6,12,1,2,42.6
18,Male,Weapons Offense,Preparatory,29,16,3,1,74.6
48,Male,Theft,Primary,20,8,1,0,28.5
46,Female,Robbery,Primary,107,8,2,1,55.4
35,Female,Burglary,Preparatory,62,13,1,1,49.8
38,Male,Assault,Primary,41,13,2,3,68.4
54,Male,Theft,Secondary,17,7,1,0,23.4
42,Male,Weapons Offense,Secondary,39,3,0,0,32.2
26,Male,Assault,Literate,119,10,3,3,84.7
64,Male,Fraud,Secondary,14,11,4,2,52.0
32,Male,Public Order,Primary,18,8,3,2,51.4
24,Male,Arson,Secondary,89,8,2,2,61.4
52,Male,Weapons Offense,Secondary,59,13,2,2,62.3
38,Male,Public Order,Preparatory,24,11,0,3,47.3
62,Male,Arson,Bachelor's,93,10,4,0,50.2
34,Male,Burglary,Postgraduate education,28,9,2,2,39.6
21,Female,Drug Offense,Bachelor's,59,10,3,1,53.2
62,Male,Fraud,Secondary,47,8,2,0,28.9
18,Male,Burglary,Literate,37,10,3,0,57.1
59,Male,Robbery,Secondary,122,6,0,1,41.6
33,Male,Public Order,Illiterate,9,8,0,0,38.1
58,Male,Cybercrime,Primary,46,8,0,2,45.5
52,Male,Drug Offense,Illiterate,21,3,0,0,31.7
34,Male,Robbery,Preparatory,75,13,4,2,73.1
51,Male,Public Order,Illiterate,10,13,1,0,41.8
20,Male,Sexual Offense,Primary,187,6,1,1,69.6
34,Male,Fraud,Secondary,49,7,2,0,44.0
64,Female,Vandalism,Primary,26,11,1,1,42.9
44,Male,Public Order,Secondary,20,8,0,1,32.4
27,Male,Fraud,Literate,68,10,0,1,45.1
45,Male,Public Order,Preparatory,23,7,1,1,29.4
48,Male,Kidnapping,Illiterate,249,11,2,3,85.7
25,Male,Cybercrime,Secondary,30,8,1,0,39.1
40,Male,Drug Offense,Illiterate,27,14,6,3,89.7
41,Male,Drug Offense,Primary,25,18,0,2,70.3
39,Female,Assault,Bachelor's,33,20,6,6,100.0
49,Male,Drug Offense,Secondary,73,20,0,0,60.5
48,Male,Public Order,Secondary,7,11,2,3,49.2
24,Male,Sexual Offense,Bachelor's,136,7,2,0,62.0
62,Male,Murder,Preparatory,209,9,2,2,67.9
28,Male,Public Order,Illiterate,17,5,1,0,45.0
34,Female,Robbery,Secondary,72,11,2,2,72.0
41,Male,Drug Offense,Secondary,35,15,1,3,64.6
34,Male,Theft,Secondary,17,16,6,0,63.4
29,Male,Arson,Bachelor's,66,7,2,0,42.7
46,Male,Robbery,Secondary,123,9,2,1,51.0
35,Male,Weapons Offense,Secondary,44,11,4,0,49.7
55,Male,Sexual Offense,Postgraduate education,119,12,4,1,55.8
63,Male,Weapons Offense,Primary,91,14,6,1,67.3
54,Female,Theft,Illiterate,45,9,1,1,46.0
37,Male,Vandalism,Bachelor's,19,15,4,2,61.1
43,Male,Public Order,Secondary,21,4,1,0,13.8
65,Male,Kidnapping,Secondary,246,12,3,2,72.4
53,Male,Public Order,Secondary,16,17,7,3,70.3
43,Male,Drug Offense,Preparatory,44,12,1,0,46.3
54,Male,Burglary,Preparatory,32,8,2,0,35.9
33,Male,Theft,Literate,9,9,3,2,65.4
52,Male,Assault,Bachelor's,97,7,0,1,40.4
46,Male,Assault,Preparatory,78,8,2,0,41.3
62,Female,Arson,Secondary,46,9,0,1,46.2
55,Male,Burglary,Preparatory,36,13,2,2,50.4
34,Male,Murder,Secondary,287,6,1,1,67.5
25,Male,Cybercrime,Preparatory,60,6,2,1,40.0
18,Male,Fraud,Secondary,69,7,1,1,47.9
38,Male,Theft,Preparatory,44,8,1,0,30.7
45,Male,Burglary,Bachelor's,49,14,4,0,43.4
59,Male,Public Order,Preparatory,22,10,3,2,46.3
37,Male,Vandalism,Preparatory,33,8,3,1,46.0
25,Male,Fraud,Preparatory,71,15,4,1,63.1
21,Male,Fraud,Bachelor's,14,7,0,1,37.8
62,Male,Fraud,Primary,48,5,1,1,32.7
20,Male,Vandalism,Secondary,23,11,4,3,72.1
47,Male,Theft,Preparatory,43,13,3,4,77.6
31,Male,Weapons Offense,Primary,94,11,0,3,72.5
35,Male,Kidnapping,Secondary,287,6,1,1,58.1
48,Male,Vandalism,Secondary,29,7,1,1,30.0
31,Male,Robbery,Primary,59,8,1,0,52.8
